Date,Région,Maladie,Sexe,Tranche_d_âge,Nombre_de_cas
2024-05-15,Kinshasa,COVID-19,Masculin,18-35,8
2024-05-16,Kinshasa,Tuberculose,Masculin,0-5,12
2024-05-16,Lubumbashi,Tuberculose,Féminin,60+,6
2024-05-16,Lubumbashi,Rougeole,Féminin,60+,1
2024-05-16,Mbuji-Mayi,Paludisme,Masculin,0-5,5
2024-05-16,Kisangani,COVID-19,Féminin,6-17,16
2024-05-16,Kinshasa,Tuberculose,Féminin,0-5,7
2024-05-16,Mbuji-Mayi,Rougeole,Féminin,0-5,10
2024-05-16,Goma,Choléra,Féminin,36-60,2
2024-05-16,Mbuji-Mayi,Choléra,Féminin,60+,6
2024-05-16,Kisangani,Choléra,Masculin,18-35,2
2024-05-16,Kinshasa,Paludisme,Masculin,0-5,16
2024-05-16,Kinshasa,Tuberculose,Masculin,18-35,17
2024-05-16,Mbuji-Mayi,Tuberculose,Féminin,6-17,2
2024-05-17,Kinshasa,Paludisme,Masculin,60+,16
2024-05-17,Goma,Rougeole,Masculin,6-17,18
2024-05-17,Goma,Rougeole,Féminin,36-60,16
2024-05-17,Goma,Paludisme,Féminin,36-60,11
2024-05-17,Lubumbashi,Choléra,Féminin,6-17,19
2024-05-17,Lubumbashi,Tuberculose,Féminin,36-60,16
2024-05-17,Goma,Tuberculose,Féminin,36-60,8
2024-05-17,Lubumbashi,Choléra,Féminin,6-17,20
2024-05-17,Mbuji-Mayi,Rougeole,Féminin,0-5,4
2024-05-17,Kinshasa,Tuberculose,Féminin,0-5,14
2024-05-18,Goma,Paludisme,Masculin,60+,16
2024-05-18,Mbuji-Mayi,Choléra,Masculin,6-17,8
2024-05-18,Kinshasa,COVID-19,Féminin,6-17,20
2024-05-18,Kisangani,Choléra,Masculin,60+,15
2024-05-18,Lubumbashi,Rougeole,Masculin,60+,20
2024-05-18,Kisangani,Rougeole,Masculin,6-17,11
2024-05-18,Goma,Choléra,Masculin,0-5,11
2024-05-18,Kinshasa,Paludisme,Féminin,36-60,3
2024-05-18,Lubumbashi,Rougeole,Féminin,60+,18
2024-05-18,Kisangani,Choléra,Féminin,0-5,10
2024-05-18,Mbuji-Mayi,Paludisme,Masculin,6-17,3
2024-05-18,Mbuji-Mayi,Paludisme,Féminin,6-17,20
2024-05-18,Kinshasa,Tuberculose,Féminin,60+,7
2024-05-18,Kinshasa,Choléra,Masculin,0-5,5
2024-05-19,Mbuji-Mayi,Paludisme,Masculin,36-60,1
2024-05-19,Goma,Rougeole,Féminin,6-17,20
2024-05-19,Lubumbashi,Paludisme,Masculin,18-35,13
2024-05-19,Goma,Paludisme,Masculin,60+,20
2024-05-19,Mbuji-Mayi,Tuberculose,Féminin,6-17,12
2024-05-20,Mbuji-Mayi,Rougeole,Masculin,0-5,16
2024-05-20,Lubumbashi,Rougeole,Féminin,18-35,1
2024-05-20,Goma,Tuberculose,Féminin,36-60,7
2024-05-20,Goma,Choléra,Masculin,60+,15
2024-05-20,Kinshasa,COVID-19,Féminin,36-60,4
2024-05-20,Kisangani,Rougeole,Masculin,6-17,3
2024-05-20,Mbuji-Mayi,Tuberculose,Masculin,6-17,7
2024-05-20,Mbuji-Mayi,Choléra,Masculin,60+,13
2024-05-20,Mbuji-Mayi,Rougeole,Masculin,0-5,7
2024-05-21,Kisangani,Paludisme,Masculin,60+,13
2024-05-21,Mbuji-Mayi,COVID-19,Féminin,36-60,20
2024-05-21,Mbuji-Mayi,Rougeole,Féminin,36-60,8
2024-05-21,Lubumbashi,Paludisme,Masculin,18-35,11
2024-05-21,Mbuji-Mayi,Choléra,Masculin,6-17,12
2024-05-22,Mbuji-Mayi,Tuberculose,Féminin,18-35,8
2024-05-22,Lubumbashi,Rougeole,Masculin,18-35,10
2024-05-22,Kinshasa,Choléra,Masculin,18-35,13
2024-05-22,Kisangani,COVID-19,Masculin,60+,3
2024-05-22,Mbuji-Mayi,Paludisme,Masculin,18-35,5
2024-05-22,Mbuji-Mayi,Choléra,Féminin,18-35,3
2024-05-22,Goma,COVID-19,Féminin,6-17,12
2024-05-23,Mbuji-Mayi,Tuberculose,Féminin,60+,7
2024-05-23,Kisangani,Choléra,Féminin,6-17,9
2024-05-23,Mbuji-Mayi,Paludisme,Masculin,36-60,12
2024-05-23,Kisangani,Rougeole,Masculin,6-17,12
2024-05-23,Kisangani,Paludisme,Féminin,0-5,5
2024-05-24,Goma,Tuberculose,Féminin,36-60,20
2024-05-24,Lubumbashi,COVID-19,Masculin,60+,10
2024-05-24,Lubumbashi,Choléra,Masculin,0-5,19
2024-05-24,Goma,Choléra,Féminin,36-60,12
2024-05-24,Mbuji-Mayi,Tuberculose,Féminin,6-17,9
2024-05-25,Kisangani,COVID-19,Féminin,60+,3
2024-05-25,Kisangani,Choléra,Masculin,60+,5
2024-05-25,Goma,Rougeole,Masculin,36-60,18
2024-05-25,Lubumbashi,Paludisme,Féminin,0-5,15
2024-05-25,Kisangani,Tuberculose,Masculin,18-35,19
2024-05-25,Goma,COVID-19,Féminin,36-60,11
2024-05-25,Goma,Choléra,Masculin,18-35,9
2024-05-25,Kisangani,Paludisme,Féminin,0-5,17
2024-05-26,Kinshasa,Choléra,Féminin,18-35,3
2024-05-26,Lubumbashi,Tuberculose,Masculin,18-35,14
2024-05-26,Kinshasa,Choléra,Féminin,6-17,1
2024-05-26,Kinshasa,Rougeole,Féminin,60+,13
2024-05-26,Lubumbashi,COVID-19,Masculin,0-5,4
2024-05-26,Kisangani,COVID-19,Masculin,0-5,14
2024-05-26,Goma,Rougeole,Masculin,0-5,2
2024-05-26,Kinshasa,Rougeole,Masculin,0-5,2
2024-05-26,Mbuji-Mayi,COVID-19,Féminin,0-5,14
2024-05-26,Lubumbashi,Choléra,Masculin,6-17,13
2024-05-26,Kisangani,Rougeole,Féminin,18-35,18
2024-05-26,Kinshasa,Choléra,Masculin,6-17,14
2024-05-26,Kisangani,COVID-19,Féminin,18-35,12
2024-05-26,Mbuji-Mayi,Choléra,Féminin,18-35,8
2024-05-26,Mbuji-Mayi,Rougeole,Féminin,60+,20
2024-05-27,Kisangani,COVID-19,Masculin,18-35,18
2024-05-27,Mbuji-Mayi,COVID-19,Féminin,18-35,3
2024-05-27,Mbuji-Mayi,Paludisme,Féminin,60+,14
2024-05-27,Lubumbashi,Rougeole,Masculin,18-35,9
2024-05-27,Kinshasa,Choléra,Masculin,18-35,14
2024-05-27,Goma,Paludisme,Masculin,18-35,9
2024-05-27,Goma,Rougeole,Masculin,0-5,5
2024-05-27,Lubumbashi,Paludisme,Masculin,60+,15
2024-05-27,Kisangani,Paludisme,Masculin,36-60,15
2024-05-28,Kinshasa,COVID-19,Masculin,6-17,17
2024-05-28,Lubumbashi,Rougeole,Féminin,18-35,8
2024-05-28,Lubumbashi,Choléra,Masculin,6-17,19
2024-05-28,Kinshasa,Choléra,Masculin,0-5,7
2024-05-28,Mbuji-Mayi,Paludisme,Masculin,60+,14
2024-05-28,Goma,Rougeole,Féminin,0-5,5
2024-05-28,Kisangani,Paludisme,Masculin,36-60,19
2024-05-28,Mbuji-Mayi,Rougeole,Masculin,6-17,15
2024-05-28,Lubumbashi,Rougeole,Masculin,60+,3
2024-05-28,Lubumbashi,Tuberculose,Masculin,0-5,15
2024-05-28,Kinshasa,Tuberculose,Masculin,6-17,3
2024-05-29,Kinshasa,Rougeole,Féminin,60+,20
2024-05-29,Lubumbashi,Choléra,Masculin,6-17,18
2024-05-29,Goma,Rougeole,Masculin,18-35,19
2024-05-29,Lubumbashi,Paludisme,Féminin,60+,16
2024-05-29,Lubumbashi,COVID-19,Masculin,0-5,3
2024-05-30,Goma,Rougeole,Masculin,6-17,13
2024-05-30,Kisangani,COVID-19,Masculin,18-35,18
2024-05-30,Lubumbashi,Choléra,Féminin,0-5,17
2024-05-30,Kisangani,COVID-19,Féminin,6-17,18
2024-05-30,Kinshasa,Paludisme,Féminin,18-35,1
2024-05-30,Kinshasa,Choléra,Masculin,6-17,17
2024-05-30,Kisangani,Choléra,Masculin,60+,18
2024-05-30,Goma,Rougeole,Féminin,6-17,15
2024-05-30,Goma,Choléra,Féminin,60+,20
2024-05-30,Goma,Rougeole,Féminin,36-60,10
2024-05-30,Mbuji-Mayi,Tuberculose,Masculin,0-5,18
2024-05-30,Goma,Rougeole,Masculin,60+,8
2024-05-31,Goma,Rougeole,Masculin,0-5,5
2024-05-31,Kinshasa,Choléra,Masculin,6-17,13
2024-05-31,Lubumbashi,Rougeole,Féminin,18-35,4
2024-05-31,Kinshasa,Paludisme,Féminin,60+,4
2024-05-31,Goma,Tuberculose,Masculin,36-60,13
2024-05-31,Lubumbashi,Tuberculose,Masculin,6-17,13
2024-05-31,Goma,Paludisme,Féminin,36-60,16
2024-05-31,Kinshasa,Rougeole,Masculin,0-5,6
2024-05-31,Goma,Tuberculose,Féminin,36-60,10
2024-05-31,Lubumbashi,Paludisme,Masculin,0-5,5
2024-05-31,Kisangani,Choléra,Masculin,36-60,17
2024-05-31,Mbuji-Mayi,Choléra,Féminin,18-35,9
2024-06-01,Goma,Tuberculose,Masculin,6-17,5
2024-06-01,Kisangani,Tuberculose,Féminin,60+,1
2024-06-01,Goma,COVID-19,Masculin,0-5,19
2024-06-01,Mbuji-Mayi,Rougeole,Masculin,18-35,20
2024-06-01,Kinshasa,Tuberculose,Masculin,60+,17
2024-06-01,Lubumbashi,Tuberculose,Féminin,6-17,13
2024-06-01,Kisangani,COVID-19,Masculin,18-35,18
2024-06-01,Kinshasa,Tuberculose,Féminin,0-5,7
2024-06-01,Mbuji-Mayi,Paludisme,Masculin,18-35,20
2024-06-02,Goma,Tuberculose,Masculin,18-35,2
2024-06-02,Kisangani,Paludisme,Féminin,36-60,16
2024-06-02,Goma,COVID-19,Masculin,36-60,9
2024-06-02,Lubumbashi,Choléra,Masculin,18-35,5
2024-06-02,Mbuji-Mayi,Choléra,Féminin,0-5,2
2024-06-02,Mbuji-Mayi,Tuberculose,Féminin,0-5,17
2024-06-02,Kinshasa,Choléra,Féminin,36-60,14
2024-06-02,Goma,Tuberculose,Féminin,60+,6
2024-06-02,Kinshasa,Tuberculose,Féminin,60+,18
2024-06-02,Mbuji-Mayi,COVID-19,Féminin,60+,13
2024-06-02,Kisangani,Choléra,Féminin,36-60,12
2024-06-02,Kisangani,Tuberculose,Féminin,18-35,20
2024-06-02,Lubumbashi,Paludisme,Féminin,6-17,20
2024-06-03,Kisangani,Rougeole,Féminin,0-5,12
2024-06-03,Kinshasa,Tuberculose,Féminin,18-35,1
2024-06-03,Kinshasa,Paludisme,Masculin,60+,2
2024-06-03,Kinshasa,Rougeole,Féminin,18-35,11
2024-06-03,Lubumbashi,Paludisme,Masculin,60+,19
2024-06-03,Goma,COVID-19,Masculin,60+,12
2024-06-03,Lubumbashi,Tuberculose,Féminin,18-35,3
2024-06-03,Goma,Choléra,Masculin,0-5,16
2024-06-04,Goma,Choléra,Masculin,36-60,6
2024-06-04,Kisangani,Tuberculose,Masculin,60+,6
2024-06-04,Mbuji-Mayi,Rougeole,Masculin,0-5,14
2024-06-04,Goma,Paludisme,Masculin,18-35,9
2024-06-04,Kisangani,Choléra,Féminin,60+,15
2024-06-05,Kisangani,Choléra,Masculin,6-17,13
2024-06-05,Kisangani,COVID-19,Masculin,6-17,5
2024-06-05,Kinshasa,Tuberculose,Féminin,60+,13
2024-06-05,Mbuji-Mayi,Choléra,Féminin,36-60,8
2024-06-05,Kisangani,Rougeole,Féminin,18-35,17
2024-06-06,Kinshasa,Rougeole,Féminin,60+,8
2024-06-06,Mbuji-Mayi,Choléra,Féminin,6-17,5
2024-06-06,Kisangani,Rougeole,Féminin,6-17,13
2024-06-06,Mbuji-Mayi,Tuberculose,Masculin,60+,9
2024-06-06,Lubumbashi,Choléra,Féminin,6-17,11
2024-06-06,Goma,COVID-19,Masculin,36-60,6
2024-06-06,Mbuji-Mayi,Tuberculose,Féminin,60+,14
2024-06-06,Kisangani,Rougeole,Masculin,60+,4
2024-06-06,Lubumbashi,Paludisme,Féminin,0-5,3
2024-06-06,Kisangani,Tuberculose,Féminin,0-5,2
2024-06-06,Goma,COVID-19,Féminin,60+,20
2024-06-07,Kinshasa,Tuberculose,Masculin,36-60,3
2024-06-07,Mbuji-Mayi,Choléra,Masculin,6-17,9
2024-06-07,Goma,Rougeole,Masculin,6-17,5
2024-06-07,Goma,COVID-19,Féminin,36-60,13
2024-06-07,Kinshasa,Choléra,Masculin,60+,9
2024-06-07,Kisangani,Tuberculose,Féminin,36-60,17
2024-06-07,Kisangani,COVID-19,Masculin,36-60,12
2024-06-07,Kinshasa,Paludisme,Féminin,36-60,10
2024-06-07,Kisangani,Paludisme,Féminin,6-17,16
2024-06-07,Kinshasa,Paludisme,Féminin,36-60,14
2024-06-07,Kinshasa,Rougeole,Masculin,0-5,17
2024-06-07,Mbuji-Mayi,Rougeole,Masculin,36-60,5
2024-06-07,Mbuji-Mayi,Rougeole,Féminin,0-5,7
2024-06-08,Mbuji-Mayi,Tuberculose,Masculin,0-5,12
2024-06-08,Kisangani,Paludisme,Masculin,18-35,1
2024-06-08,Goma,Paludisme,Masculin,36-60,13
2024-06-08,Mbuji-Mayi,Tuberculose,Féminin,6-17,13
2024-06-08,Kinshasa,Rougeole,Masculin,18-35,6
2024-06-08,Lubumbashi,Choléra,Féminin,60+,13
2024-06-08,Kisangani,Choléra,Féminin,0-5,2
2024-06-08,Lubumbashi,Tuberculose,Masculin,60+,5
2024-06-08,Kinshasa,COVID-19,Féminin,36-60,9
2024-06-08,Goma,Paludisme,Féminin,18-35,4
2024-06-09,Mbuji-Mayi,Paludisme,Masculin,18-35,2
2024-06-09,Lubumbashi,Rougeole,Féminin,60+,19
2024-06-09,Goma,COVID-19,Féminin,36-60,11
2024-06-09,Kisangani,Choléra,Masculin,0-5,2
2024-06-09,Mbuji-Mayi,Paludisme,Féminin,60+,19
2024-06-09,Kisangani,Paludisme,Féminin,18-35,10
2024-06-09,Lubumbashi,Choléra,Masculin,60+,8
2024-06-09,Goma,Paludisme,Féminin,0-5,17
2024-06-09,Goma,Rougeole,Féminin,60+,11
2024-06-09,Kisangani,Choléra,Masculin,6-17,4
2024-06-09,Kisangani,Choléra,Masculin,6-17,8
2024-06-09,Kinshasa,COVID-19,Masculin,36-60,10
2024-06-10,Kisangani,Choléra,Féminin,60+,5
2024-06-10,Goma,Rougeole,Masculin,36-60,8
2024-06-10,Kinshasa,Choléra,Féminin,36-60,10
2024-06-10,Kinshasa,Paludisme,Masculin,18-35,7
2024-06-10,Kinshasa,Paludisme,Masculin,60+,4
2024-06-10,Mbuji-Mayi,Paludisme,Masculin,60+,9
2024-06-10,Kinshasa,Choléra,Masculin,0-5,13
2024-06-10,Kisangani,Tuberculose,Féminin,6-17,15
2024-06-11,Goma,COVID-19,Féminin,60+,3
2024-06-11,Mbuji-Mayi,Choléra,Féminin,6-17,18
2024-06-11,Kisangani,Rougeole,Féminin,6-17,4
2024-06-11,Mbuji-Mayi,Rougeole,Masculin,0-5,1
2024-06-11,Kisangani,Choléra,Masculin,36-60,12
2024-06-11,Kisangani,COVID-19,Féminin,18-35,18
2024-06-11,Goma,Choléra,Masculin,6-17,6
2024-06-11,Kinshasa,COVID-19,Féminin,6-17,17
2024-06-11,Kinshasa,Paludisme,Masculin,60+,9
2024-06-12,Kinshasa,Choléra,Féminin,36-60,3
2024-06-12,Kinshasa,COVID-19,Masculin,60+,19
2024-06-12,Kisangani,Rougeole,Masculin,60+,17
2024-06-12,Mbuji-Mayi,Rougeole,Masculin,36-60,1
2024-06-12,Mbuji-Mayi,Choléra,Masculin,0-5,5
2024-06-12,Goma,Rougeole,Féminin,0-5,4
2024-06-12,Kinshasa,Tuberculose,Masculin,6-17,5
2024-06-12,Lubumbashi,Paludisme,Féminin,36-60,15
2024-06-12,Kinshasa,COVID-19,Masculin,6-17,9
2024-06-12,Goma,COVID-19,Féminin,36-60,10
2024-06-12,Kisangani,Paludisme,Masculin,0-5,17
2024-06-12,Kisangani,Choléra,Masculin,36-60,18
2024-06-12,Mbuji-Mayi,Paludisme,Féminin,60+,9
2024-06-12,Goma,Paludisme,Masculin,6-17,20
2024-06-13,Kisangani,Paludisme,Féminin,6-17,18
2024-06-13,Kinshasa,Rougeole,Féminin,6-17,8
2024-06-13,Kisangani,Rougeole,Féminin,0-5,18
2024-06-13,Goma,COVID-19,Masculin,60+,2
2024-06-13,Goma,Rougeole,Masculin,18-35,6
2024-06-13,Mbuji-Mayi,Choléra,Masculin,36-60,6
2024-06-13,Kisangani,Choléra,Féminin,18-35,11
2024-06-13,Goma,Rougeole,Féminin,0-5,20
2024-06-13,Lubumbashi,Paludisme,Féminin,60+,13
2024-06-13,Mbuji-Mayi,Choléra,Masculin,36-60,6
2024-06-13,Kisangani,Rougeole,Féminin,18-35,17
2024-06-13,Kisangani,Paludisme,Masculin,36-60,9
2024-06-14,Kisangani,Rougeole,Masculin,18-35,16
2024-06-14,Lubumbashi,Tuberculose,Féminin,60+,12
2024-06-14,Mbuji-Mayi,Tuberculose,Féminin,60+,3
2024-06-14,Kisangani,Tuberculose,Masculin,60+,14
2024-06-14,Mbuji-Mayi,COVID-19,Masculin,36-60,16
2024-06-14,Kisangani,Paludisme,Masculin,18-35,4
2024-06-14,Mbuji-Mayi,Rougeole,Masculin,60+,6
2024-06-14,Lubumbashi,COVID-19,Masculin,0-5,1
2024-06-14,Kinshasa,COVID-19,Masculin,6-17,16
2024-06-14,Mbuji-Mayi,Choléra,Féminin,36-60,1
2024-06-14,Lubumbashi,Tuberculose,Masculin,0-5,4
2024-06-14,Goma,Paludisme,Masculin,6-17,4
2024-06-14,Mbuji-Mayi,Rougeole,Féminin,60+,6
2024-06-15,Kisangani,Choléra,Masculin,6-17,16
2024-06-15,Kinshasa,Tuberculose,Masculin,0-5,4
2024-06-15,Goma,Tuberculose,Féminin,18-35,5
2024-06-15,Goma,Choléra,Masculin,6-17,14
2024-06-15,Kinshasa,Choléra,Féminin,6-17,3
2024-06-15,Kinshasa,Rougeole,Féminin,6-17,19
2024-06-15,Mbuji-Mayi,Choléra,Masculin,6-17,19
2024-06-15,Lubumbashi,COVID-19,Masculin,6-17,9
2024-06-15,Kinshasa,COVID-19,Masculin,18-35,2
2024-06-15,Mbuji-Mayi,Tuberculose,Masculin,18-35,17
2024-06-16,Goma,Tuberculose,Masculin,60+,10
2024-06-16,Lubumbashi,COVID-19,Féminin,36-60,7
2024-06-16,Lubumbashi,Rougeole,Masculin,18-35,11
2024-06-16,Goma,Tuberculose,Féminin,0-5,20
2024-06-16,Lubumbashi,Choléra,Masculin,6-17,2
2024-06-16,Kisangani,Choléra,Masculin,36-60,20
2024-06-16,Kisangani,Choléra,Masculin,36-60,19
2024-06-16,Lubumbashi,COVID-19,Féminin,36-60,17
2024-06-16,Kinshasa,Rougeole,Féminin,6-17,12
2024-06-16,Goma,Paludisme,Masculin,18-35,5
2024-06-16,Kinshasa,Choléra,Féminin,6-17,8
2024-06-17,Lubumbashi,Paludisme,Féminin,60+,15
2024-06-17,Kinshasa,Rougeole,Féminin,36-60,18
2024-06-17,Goma,COVID-19,Féminin,36-60,17
2024-06-17,Kinshasa,Paludisme,Masculin,36-60,4
2024-06-17,Kinshasa,COVID-19,Masculin,18-35,12
2024-06-17,Goma,COVID-19,Féminin,6-17,11
2024-06-17,Kinshasa,Rougeole,Féminin,0-5,4
2024-06-17,Mbuji-Mayi,Tuberculose,Féminin,36-60,16
2024-06-17,Mbuji-Mayi,Paludisme,Féminin,60+,9
2024-06-17,Goma,Paludisme,Masculin,60+,11
2024-06-17,Kisangani,Rougeole,Féminin,60+,11
2024-06-17,Mbuji-Mayi,Paludisme,Masculin,0-5,8
2024-06-17,Kisangani,Rougeole,Masculin,36-60,14
2024-06-18,Goma,COVID-19,Masculin,36-60,17
2024-06-18,Kinshasa,Tuberculose,Féminin,60+,2
2024-06-18,Mbuji-Mayi,COVID-19,Masculin,6-17,20
2024-06-18,Kinshasa,Rougeole,Féminin,18-35,15
2024-06-18,Kisangani,Tuberculose,Masculin,18-35,15
2024-06-18,Kinshasa,Rougeole,Masculin,6-17,12
2024-06-18,Goma,COVID-19,Féminin,18-35,13
2024-06-18,Kinshasa,Paludisme,Féminin,60+,8
2024-06-18,Kisangani,Rougeole,Féminin,36-60,19
2024-06-18,Goma,Choléra,Masculin,60+,7
2024-06-18,Mbuji-Mayi,Tuberculose,Féminin,60+,17
2024-06-18,Lubumbashi,Paludisme,Masculin,18-35,3
2024-06-18,Goma,Rougeole,Féminin,36-60,11
2024-06-19,Kinshasa,Paludisme,Masculin,0-5,8
2024-06-19,Kinshasa,COVID-19,Masculin,6-17,10
2024-06-19,Lubumbashi,Tuberculose,Féminin,6-17,13
2024-06-19,Kisangani,Choléra,Féminin,60+,17
2024-06-19,Goma,COVID-19,Masculin,60+,10
2024-06-19,Goma,Choléra,Masculin,6-17,8
2024-06-19,Kinshasa,Rougeole,Masculin,6-17,16
2024-06-19,Kinshasa,COVID-19,Masculin,6-17,10
2024-06-20,Lubumbashi,Tuberculose,Féminin,6-17,15
2024-06-20,Goma,Tuberculose,Féminin,36-60,17
2024-06-20,Mbuji-Mayi,Choléra,Masculin,60+,10
2024-06-20,Kisangani,Choléra,Masculin,60+,20
2024-06-20,Goma,Rougeole,Masculin,6-17,2
2024-06-20,Mbuji-Mayi,Paludisme,Masculin,60+,17
2024-06-20,Mbuji-Mayi,COVID-19,Féminin,0-5,15
2024-06-20,Kisangani,COVID-19,Féminin,0-5,2
2024-06-20,Kisangani,Choléra,Féminin,36-60,2
2024-06-20,Lubumbashi,COVID-19,Féminin,36-60,13
2024-06-20,Lubumbashi,Choléra,Masculin,36-60,13
2024-06-20,Goma,COVID-19,Masculin,0-5,7
2024-06-20,Lubumbashi,Choléra,Masculin,36-60,14
2024-06-20,Kinshasa,Tuberculose,Féminin,6-17,15
2024-06-20,Mbuji-Mayi,COVID-19,Féminin,0-5,1
2024-06-21,Goma,Choléra,Masculin,36-60,2
2024-06-21,Kinshasa,Tuberculose,Masculin,36-60,7
2024-06-21,Kisangani,Choléra,Masculin,6-17,2
2024-06-21,Lubumbashi,Choléra,Féminin,6-17,17
2024-06-21,Kinshasa,Paludisme,Masculin,6-17,14
2024-06-21,Lubumbashi,Tuberculose,Féminin,0-5,15
2024-06-21,Kinshasa,Rougeole,Féminin,60+,15
2024-06-21,Kisangani,COVID-19,Féminin,36-60,18
2024-06-22,Mbuji-Mayi,Rougeole,Masculin,18-35,9
2024-06-22,Lubumbashi,Paludisme,Masculin,18-35,13
2024-06-22,Kisangani,COVID-19,Masculin,60+,7
2024-06-22,Goma,Paludisme,Masculin,6-17,8
2024-06-22,Lubumbashi,Rougeole,Féminin,60+,15
2024-06-22,Lubumbashi,COVID-19,Masculin,60+,19
2024-06-23,Goma,COVID-19,Masculin,6-17,16
2024-06-23,Kisangani,Tuberculose,Féminin,6-17,8
2024-06-23,Lubumbashi,Choléra,Féminin,6-17,11
2024-06-23,Kinshasa,Choléra,Masculin,36-60,18
2024-06-23,Kisangani,COVID-19,Féminin,60+,7
2024-06-23,Kinshasa,Choléra,Féminin,18-35,2
2024-06-23,Goma,Paludisme,Féminin,18-35,15
2024-06-23,Mbuji-Mayi,Paludisme,Féminin,0-5,7
2024-06-23,Goma,Choléra,Masculin,0-5,17
2024-06-23,Mbuji-Mayi,Tuberculose,Féminin,0-5,15
2024-06-23,Kisangani,Paludisme,Féminin,6-17,13
2024-06-23,Lubumbashi,COVID-19,Féminin,60+,4
2024-06-23,Mbuji-Mayi,Rougeole,Féminin,60+,2
2024-06-24,Kisangani,Choléra,Masculin,6-17,1
2024-06-24,Kinshasa,Paludisme,Féminin,60+,6
2024-06-24,Goma,Choléra,Féminin,0-5,15
2024-06-24,Lubumbashi,Choléra,Masculin,60+,18
2024-06-24,Lubumbashi,Choléra,Masculin,0-5,14
2024-06-24,Lubumbashi,Rougeole,Féminin,60+,15
2024-06-24,Kinshasa,Paludisme,Féminin,60+,15
2024-06-24,Mbuji-Mayi,Tuberculose,Féminin,36-60,17
2024-06-24,Mbuji-Mayi,Tuberculose,Féminin,0-5,12
2024-06-24,Kinshasa,Paludisme,Masculin,0-5,10
2024-06-25,Goma,COVID-19,Masculin,60+,16
2024-06-25,Kisangani,Rougeole,Masculin,36-60,13
2024-06-25,Lubumbashi,Tuberculose,Masculin,0-5,18
2024-06-25,Lubumbashi,Paludisme,Masculin,6-17,8
2024-06-25,Kinshasa,Rougeole,Masculin,18-35,13
2024-06-25,Kinshasa,COVID-19,Masculin,60+,3
2024-06-25,Lubumbashi,Rougeole,Féminin,18-35,7
2024-06-25,Kinshasa,Rougeole,Masculin,0-5,13
2024-06-25,Goma,Paludisme,Masculin,60+,13
2024-06-25,Kinshasa,Rougeole,Masculin,36-60,18
2024-06-25,Kisangani,Tuberculose,Féminin,18-35,17
2024-06-25,Kisangani,Tuberculose,Féminin,60+,20
2024-06-25,Kisangani,Choléra,Féminin,60+,14
2024-06-25,Lubumbashi,Tuberculose,Féminin,18-35,20
2024-06-25,Kinshasa,Tuberculose,Masculin,60+,16
2024-06-26,Kisangani,COVID-19,Masculin,6-17,10
2024-06-26,Lubumbashi,Paludisme,Masculin,60+,13
2024-06-26,Kinshasa,Paludisme,Féminin,6-17,8
2024-06-26,Lubumbashi,Tuberculose,Masculin,18-35,2
2024-06-26,Lubumbashi,Rougeole,Masculin,0-5,3
2024-06-26,Mbuji-Mayi,Rougeole,Féminin,18-35,5
2024-06-26,Kisangani,COVID-19,Masculin,36-60,1
2024-06-26,Goma,COVID-19,Masculin,6-17,1
2024-06-26,Mbuji-Mayi,Choléra,Masculin,60+,9
2024-06-26,Mbuji-Mayi,COVID-19,Masculin,36-60,17
2024-06-26,Kisangani,COVID-19,Féminin,60+,19
2024-06-26,Mbuji-Mayi,Paludisme,Féminin,0-5,2
2024-06-26,Goma,Paludisme,Masculin,6-17,6
2024-06-26,Mbuji-Mayi,Rougeole,Féminin,6-17,14
2024-06-27,Kinshasa,Tuberculose,Masculin,60+,14
2024-06-27,Goma,Choléra,Féminin,60+,8
2024-06-27,Kinshasa,COVID-19,Féminin,6-17,20
2024-06-27,Lubumbashi,Tuberculose,Masculin,36-60,2
2024-06-27,Kisangani,Rougeole,Féminin,60+,2
2024-06-27,Mbuji-Mayi,COVID-19,Féminin,36-60,10
2024-06-27,Lubumbashi,Rougeole,Féminin,18-35,18
2024-06-27,Kinshasa,Tuberculose,Masculin,18-35,8
2024-06-27,Mbuji-Mayi,Choléra,Féminin,18-35,4
2024-06-27,Mbuji-Mayi,COVID-19,Féminin,60+,14
2024-06-27,Goma,Choléra,Féminin,60+,16
2024-06-28,Kinshasa,Paludisme,Féminin,6-17,14
2024-06-28,Lubumbashi,COVID-19,Masculin,6-17,9
2024-06-28,Mbuji-Mayi,Tuberculose,Masculin,60+,4
2024-06-28,Goma,Choléra,Masculin,60+,17
2024-06-28,Goma,Tuberculose,Féminin,6-17,8
2024-06-28,Kinshasa,Rougeole,Masculin,0-5,15
2024-06-28,Goma,Tuberculose,Féminin,18-35,11
2024-06-28,Mbuji-Mayi,Tuberculose,Masculin,60+,17
2024-06-28,Mbuji-Mayi,Choléra,Masculin,36-60,19
2024-06-29,Goma,Choléra,Féminin,36-60,10
2024-06-29,Mbuji-Mayi,Tuberculose,Féminin,0-5,13
2024-06-29,Kisangani,Choléra,Masculin,60+,2
2024-06-29,Kisangani,Paludisme,Masculin,0-5,10
2024-06-29,Lubumbashi,Rougeole,Masculin,6-17,19
2024-06-29,Kinshasa,Paludisme,Masculin,36-60,9
2024-06-29,Goma,Paludisme,Masculin,60+,17
2024-06-29,Lubumbashi,Paludisme,Féminin,18-35,13
